name,response
Cisco Secure Firewall - Repeated Blocked Connections,"SEARCH records from Cisco Secure Firewall Threat Defense Connection Event data source
| FILTER where event_type equals ""ConnectionEvent""
| FILTER where action value is one of [""Block with reset"", ""Block"", ""blocked""] (case-insensitive match)
| DERIVE minute_bucket by rounding event_time down to the nearest 1 minute
| GROUP BY src_ip, dest, transport, rule, action AGGREGATE:
  - total_count = count of records
  - first_time = minimum event_time
  - last_time = maximum event_time
  - dest_ports = distinct list of dest_port values
  - urls = distinct list of url values
| FILTER where total_count >= 10
| DERIVE first_time_readable by converting first_time to a human-readable timestamp
| DERIVE last_time_readable by converting last_time to a human-readable timestamp
| APPLY optional suppression list to remove known-benign src_ip/dest/port/rule/action combinations (if available)
| OUTPUT src_ip, dest, transport, rule, action, dest_ports, urls, total_count, first_time, last_time, first_time_readable, last_time_readable"
Protocol or Port Mismatch,"SEARCH network traffic or connection events containing at least: timestamp, src_ip, dest_ip, dest_port, transport_protocol, application_name, action, rule_id | FILTER events where (application_name = ""dns"" AND dest_port != 53) OR (application_name IN {""web-browsing"",""http""} AND dest_port NOT IN {80,8080,8000}) OR (application_name = ""ssl"" AND dest_port NOT IN {443,8443}) OR (application_name = ""smtp"" AND dest_port != 25) | GROUP BY src_ip, dest_ip, application_name, dest_port, transport"
Cisco Secure Firewall - Bits Network Activity,"SEARCH Cisco Secure Firewall Threat Defense Connection Event logs
| FILTER records where EventType equals ""ConnectionEvent""
| FILTER records where action is in [""Trust"", ""Allow"", ""allowed""]
| FILTER records where ClientApplication equals ""BITS""
| FILTER records where url does not match the pattern ""*://msedge.b.tlu.dl*""
| GROUP records by src_ip, dest, dest_port, transport, rule, url, EVE_Process, ClientApplication, ClientApplicationVersion, action
| COMPUTE event_count = count of records per group, firstTime = minimum event timestamp per group, lastTime = maximum event timestamp per group
| DERIVE firstTime_readable = convert firstTime to human-readable format, lastTime_readable = convert lastTime to human-readable format
| APPLY optional environment-specific allowlists or suppression rules to reduce known benign BITS traffic (e.g., additional trusted domains)
| OUTPUT src_ip, dest, dest_port, transport, rule, url, EVE_Process, ClientApplication, ClientApplicationVersion, action, event_count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Excessive DNS Failures,
Detect DGA domains using pretrained model in DSDL,"SEARCH DNS resolution events within the selected time range
| PARSE fields: source_endpoint (e.g., client IP), queried_domain (e.g., FQDN), resolved_ip, event_time
| FILTER events WHERE queried_domain is not null AND resolved_ip is not null
| GROUP BY source_endpoint, queried_domain AGGREGATE unique(resolved_ip) AS IPs, min(event_time) AS firstTime, max(event_time) AS lastTime
| DERIVE domain := queried_domain
| APPLY pre-trained model ""pretrained_dga_model_dsdl"" ON field domain TO PRODUCE dga_score (probability of DGA)
| FILTER groups WHERE dga_score > 0.5
| FORMAT firstTime, lastTime as human-readable timestamps
| OUTPUT fields: source_endpoint AS src, domain, IPs, firstTime, lastTime, dga_score"
Cisco Secure Firewall - File Download Over Uncommon Port,
Windows Abused Web Services,"SEARCH process-originated DNS query events from Windows hosts where event code equals 22 | FILTER events where QueryName contains any of: ""pastebin"", ""textbin"", ""ngrok.io"", ""discord"", ""duckdns.org"", ""pasteio.com"" | GROUP events by answer, answer_count, dvc, process_exec, process_guid, process_name, query, query_count, reply_code_id, signature, signature_id, src, user_id, vendor_product, QueryName, QueryResults, QueryStatus | COMPUTE event_count = number of events per group, firstTime = earliest event timestamp per group, lastTime = latest event timestamp per group | FORMAT firstTime and lastTime"
Ngrok Reverse Proxy on Network,"SEARCH DNS resolution telemetry from network sensors and endpoint DNS logs (e.g., Sysmon Event ID 22) within the analysis window
| PARSE each event to extract: event_time, src_endpoint (host or ip), dns_query (FQDN), dns_answer (IP/CNAME/TXT/etc.), dns_reply_code, vendor_product, question_count (if present), answer_record_count (if present)
| FILTER events where dns_query matches any of the following patterns: *.ngrok.com, *.ngrok.io, ngrok.*.tunnel.com, korgn.*.lennut.com
| GROUP events by dns_answer, dns_query, dns_reply_code, src_endpoint, vendor_product
| COMPUTE per group: total_events = count(events), first_seen = min(event_time), last_seen = max(event_time)
| FORMAT first_seen and last_seen into human-readable timestamps
| APPLY environment-specific allowlists or suppression rules for known/approved ngrok usage (if defined)
| OUTPUT per group: src_endpoint, dns_query, dns_answer, dns_reply_code, vendor_product, total_events, first_seen, last_seen"
Suspicious Process With Discord DNS Query,"SEARCH Sysmon DNS query events where event_id equals 22
| FILTER events where QueryName contains the substring ""discord"" (case-insensitive, substring match)
| FILTER out events where Image contains ""\AppData\Local\Discord\"" OR Image contains ""\Program Files"" OR the executable name equals ""discord.exe""
| GROUP records by the following fields to form distinct activity tuples: answer, answer_count, dvc, process_exec, process_guid, process_name, query, query_count, reply_code_id, signature, signature_id, src, user_id, vendor_product, QueryName, QueryResults, QueryStatus
| COMPUTE for each group: total_event_count = number of records; firstTime = minimum event timestamp; lastTime = maximum event timestamp
| CONVERT firstTime and lastTime to human-readable timestamps
| OUTPUT the grouped fields plus total_event_count, firstTime, lastTime"
Detect Large ICMP Traffic,
Detect Windows DNS SIGRed via Splunk Stream,
Windows Spearphishing Attachment Connect To None MS Office Domain,"SEARCH Windows endpoint DNS query telemetry corresponding to DNS query events (e.g., Sysmon Event ID 22) and COLLECT fields: timestamp, device identifier, source host/address, process image path, process executable, process name, process GUID, user identifier, vendor/product identifiers, DNS query name (FQDN), raw query text, DNS query results/answers, answer count, query count, DNS reply/status codes, and any signatures/signature IDs

PARSE process image path to ensure availability of both process_image_path and process_name (derive process_name from the trailing filename if not already present)

FILTER events where process_image_path ends with any of:
- \winword.exe
- \excel.exe
- \powerpnt.exe
- \mspub.exe
- \visio.exe
- \wordpad.exe
- \wordview.exe
- \onenote.exe
- \onenotem.exe
- \onenoteviewer.exe
- \onenoteim.exe
- \msaccess.exe

FILTER events where the DNS query name’s domain suffix is NOT in the set {office.com, office.net} (perform a suffix match so that any subdomain under these domains is excluded)

GROUP remaining events by:
- DNS answer
-"
Cisco Secure Firewall - Blocked Connection,"SEARCH records from Cisco Secure Firewall Threat Defense connection event logs | FILTER EventType equals ""ConnectionEvent"" | FILTER action is in [""Block with reset"", ""Block"", ""blocked""] | GROUP BY src_ip, dest, dest_port, transport, rule, url, EVE_Process, action | COMPUTE eventCount = count(), firstTime = min(event timestamp), lastTime = max(event timestamp) | DERIVE firstTime_readable = convert_timestamp(firstTime), lastTime_readable = convert_timestamp(lastTime) | FILTER out results matching environment-specific suppression criteria to remove known benign or test activity (optional) | OUTPUT src_ip, dest, dest_port, transport, rule, url, EVE_Process, action, eventCount, firstTime, lastTime, firstTime_readable, lastTime_readable"
Cisco Secure Firewall - Malware File Downloaded,"SEARCH data from ""Cisco Secure Firewall Threat Defense File Event""
| FILTER where EventType equals ""FileEvent""
| FILTER where SHA_Disposition equals ""Malware""
| FILTER where FileDirection equals ""Download""
| ENRICH with file type reference data by matching reference.Name to event.FileType to add field Description
| GROUP records by FileDirection, dest, src_ip, dest_port, FileType, app, file_name, ThreatName, Description
| COMPUTE for each group: count, firstTime = minimum event time, lastTime = maximum event time, uri = unique set of uri values, ClientApplication = unique set of ClientApplication values, file_hash = unique set of file_hash values
| FORMAT firstTime and lastTime as human-readable timestamps
| SELECT fields in order: firstTime, lastTime, src_ip, dest, dest_port, FileDirection, FileType, Description, uri, file_name, file_hash, app, ClientApplication, ThreatName, SHA_Disposition
| APPLY post-processing filters or allowlists specific to this analytic (if defined)"
Detect Software Download To Network Device,"SEARCH network traffic telemetry within the desired time range
| FILTER where ((protocol = UDP AND destination_port = 69) OR (protocol = TCP AND destination_port = 21) OR (protocol = TCP AND destination_port = 22))
| FILTER destination_category != ""common_software_repo_destination""
| FILTER source_category IN [""network"", ""router"", ""switch""]
| GROUP BY source_address, destination_address, destination_port
| COMPUTE event_count = COUNT(), first_seen = MIN(event_time), last_seen = MAX(event_time)
| FORMAT first_seen, last_seen as human-readable timestamps
| APPLY environment-specific allowlist to exclude known benign source/destination pairs or repositories
| OUTPUT source_address, destination_address, destination_port, event_count, first_seen, last_seen"
Linux GDB Privilege Escalation,"SEARCH endpoint process creation events from EDR telemetry (e.g., Linux process start logs) within the desired time range
| FILTER events where process.command_line contains the substring ""gdb""
| FILTER events where process.command_line contains the substring ""-nx""
| FILTER events where process.command_line contains the substring ""-ex""
| FILTER events where process.command_line matches the pattern: ""-ex"" followed by optional whitespace and a literal ""!"" (to identify a shell escape, e.g., ""-ex !..."")
| FILTER events where process.command_line contains the substring ""sudo""
| GROUP records by host, action, vendor_product, process.command_line, process.name, process.path, process.executable, process.id, process.guid, process.hash, process.integrity_level, user.name, user.id, parent_process.command_line, parent_process.name, parent_process.path, parent_process.executable, parent_process.id, parent_process.guid
| COMPUTE event_count for each group, first_seen_time as the minimum event_time in the group, last_seen_time as the maximum event_time in the group
| DERIVE human_readable_first_seen_time and human_readable_last_seen_time from first_seen_time and last_seen_time
| APPLY optional environment-specific suppression rules to exclude known benign or test scenarios
| OUTPUT the grouped fields, event_count, first_seen_time, last_seen_time, and their human-readable forms"
Powershell Creating Thread Mutex,"SEARCH PowerShell Script Block Logging events
| FILTER EventCode equals 4104
| FILTER ScriptBlockText contains substring ""Threading.Mutex""
| FILL_MISSING on all grouping fields (dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText) with placeholders
| GROUP records BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE per group: event_count = count of records, firstTime = minimum event_time, lastTime = maximum event_time
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY environment-specific filtering to suppress known benign patterns for this detection
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, event_count, firstTime, lastTime"
Linux Auditd Osquery Service Stop,"SEARCH Linux Auditd telemetry
| FILTER events where type equals ""SERVICE_STOP""
| FILTER events where unit equals ""osqueryd""
| GROUP BY type, pid, comm, exe, unit, host
| COMPUTE event_count = COUNT(), firstTime = MIN(event_time), lastTime = MAX(event_time)
| FORMAT firstTime and lastTime into human-readable timestamps as firstTime_readable and lastTime_readable
| APPLY optional environment-specific suppression/exclusions to remove known benign service stops (if available)
| OUTPUT type, pid, comm, exe, unit, host, event_count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Windows MsiExec HideWindow Rundll32 Execution,
Windows AD ServicePrincipalName Added To Domain Account,"SEARCH Windows Security Event Logs for events with EventID equals 5136
| FILTER records where AttributeLDAPDisplayName equals ""servicePrincipalName""
| FILTER records where OperationType indicates an attribute value was added (e.g., “Value Added”)
| FILTER records where ObjectClass equals ""user""
| GROUP records BY event_timestamp, Computer, SubjectUserName, AttributeValue AGGREGATE unique set of ObjectDN as ObjectDN
| PARSE ObjectDN to extract user from the pattern ""CN=<user>,""
| DERIVE dest = Computer, src_user = SubjectUserName
| FILTER out events matching environment-specific allowlists or known benign change sources (optional)
| OUTPUT event_timestamp, dest, src_user, user, AttributeValue, ObjectDN"
Powershell Windows Defender Exclusion Commands,"SEARCH PowerShell Script Block Logging events where event_id == 4104
| FILTER events where script_block_text contains (case-insensitive) ""Add-MpPreference"" OR ""Set-MpPreference""
| FILTER events where script_block_text contains (case-insensitive) ""-exclusion""
| PARSE fields from each event: timestamp, dest, signature, signature_id, user_id, vendor_product, event_id, guid, opcode, name, path, process_id, script_block_id, script_block_text
| DERIVE default value ""unknown"" for any of the above fields that are missing
| GROUP events BY dest, signature, signature_id, user_id, vendor_product, event_id, guid, opcode, name, path, process_id, script_block_id, script_block_text
| COMPUTE count = number of events per group, firstTime = earliest timestamp per group, lastTime = latest timestamp per group
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY environment-specific allowlist to exclude known benign hosts, users, processes, or script patterns
| OUTPUT count, firstTime, lastTime, dest, signature, signature_id, user_id, vendor_product, event_id, guid, opcode, name, path, process_id, script_block_id, script_block_text"
Windows Mimikatz Crypto Export File Extensions,"SEARCH endpoint filesystem activity events within the query’s time range, capturing at least: event_time, action, dest, file_name, file_path, file_access_time, file_create_time, file_modify_time, file_hash, file_acl, file_size, process_guid, process_id, user, vendor_product
| FILTER events where file_name matches any of the following suffix patterns (case-insensitive): "".keyx.rsa.pvk"", ""sign.rsa.pvk"", ""sign.dsa.pvk"", ""dsa.ec.p8k"", ""dh.ec.p8k"", "".pfx"", "".der""
| GROUP events by action, dest, file_access_time, file_create_time, file_modify_time, file_hash, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor_product
| COMPUTE for each group: event_count = count(events), firstTime = minimum(event_time), lastTime = maximum(event_time"
Windows Executable in Loaded Modules,"SEARCH Windows Sysmon data capturing module load events (Event ID 7) with fields including timestamp, process executable path (Image), loaded module path (ImageLoaded), host (dest), loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product
| FILTER event_id == 7
| FILTER module_loaded_path (ImageLoaded) ends with "".exe"" (case-insensitive)
| HANDLE missing values for [Image, ImageLoaded, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product] by replacing with a placeholder
| GROUP records BY [Image, ImageLoaded, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product]
| COMPUTE event_count = COUNT(), firstTime = MIN(timestamp), lastTime = MAX(timestamp)
| DERIVE firstTime_readable = FORMAT_TIMESTAMP(firstTime), lastTime_readable = FORMAT_TIMESTAMP(lastTime)
| APPLY optional allowlist/suppression rules to remove known benign executable module loads based on environment-specific criteria
| OUTPUT [Image, ImageLoaded, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product, event_count, firstTime, lastTime, firstTime_readable, lastTime_readable]"
Rundll32 Shimcache Flush,"SEARCH process execution events from endpoint telemetry over the desired time range
| FILTER event_type equals ""process start"" or ""process creation""
| FILTER process.executable_name equals ""rundll32.exe"" (case-insensitive) OR process.original_file_name equals ""RUNDLL32.EXE""
| FILTER process.command_line contains the substring ""apphelp.dll,ShimFlushCache"" (case-insensitive)
| GROUP BY
  - event.action
  - host.name
  - process.original_file_name
  - parent_process.command_line
  - parent_process.executable_path
  - parent_process.guid
  - parent_process.id
  - parent_process.name
  - parent_process.path
  - process.command_line
  - process.executable_path
  - process.guid
  - process.hash
  - process.id
  - process.integrity_level
  - process.name
  - process.path
  - user.name
  - user.id
  - telemetry.vendor_product
| COMPUTE
  - event_count = count of grouped events
  - first_time = earliest event time in the group
  - last_time = latest event time in the group
| FORMAT first_time and last_time as human-readable timestamps
| APPLY organization-specific allowlists/exclusions to remove known-benign rundll32 usage (e.g., approved hosts, users,"
Windows PowerShell Add Module to Global Assembly Cache,"SEARCH PowerShell Script Block Logging events
| FILTER events where the event identifier equals 4104
| FILTER events where ScriptBlockText contains the substring ""system.enterpriseservices.internal.publish"" (case-insensitive)
| APPLY default values to missing fields for dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| GROUP BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE eventCount = number of events per group, firstTime = earliest event time in group, lastTime = latest event time in group
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY environment-specific allowlist rules to exclude known benign users, hosts, processes, paths, or script patterns
| OUTPUT dest, user_id, ProcessID, ScriptBlockId, ScriptBlockText, signature, signature_id, vendor_product, EventID, Guid, Opcode, Name, Path, eventCount, firstTime, lastTime"
Windows PowerShell Invoke-Sqlcmd Execution,
Detect suspicious processnames using pretrained model in DSDL,"SEARCH endpoint process creation telemetry (e.g., Sysmon Event ID 1) within the desired time range"
Get ADUserResultantPasswordPolicy with Powershell,"SEARCH process creation events from endpoint and operating system telemetry within the analysis time window, including fields: timestamp, host, user, user_id, process_name, process_path, process_command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, outcome/action, vendor_product, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_command_line, parent_process_exec_path
| FILTER process_name EQUALS ""cmd.exe"" OR process_name STARTS_WITH ""powershell""
| FILTER process_command_line CONTAINS ""Get-ADUserResultantPasswordPolicy""
| GROUP BY outcome/action, host, original_file_name, parent_process_command_line, parent_process_exec_path, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_command_line, process_exec_path, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product
| AGGREGATE COUNT() AS event_count, MIN(timestamp) AS first_seen, MAX(timestamp) AS last_seen
| DERIVE first_seen_readable = CONVERT_TIME_TO_READABLE(first_seen), last_seen_readable = CONVERT_TIME_TO_READABLE(last_seen)
| APPLY optional environment-specific suppression (e.g., exclude known admin scripts, trusted hosts, or service accounts) based on maintained allowlists
| OUTPUT grouped fields plus event_count, first_seen, last_seen, first_seen_readable, last_seen_readable"
Suspicious DLLHost no Command Line Arguments,
Processes Tapping Keyboard Events,"SEARCH events representing osquery result alerts | FILTER where field app equals ""osquery:results"" AND field name equals ""pack_osx-attacks_Keyboard_Event_Taps"" | DERIVE cmd from field columns.cmdline, process_name from field columns.name, process_id from field columns.pid | DEDUP records by fields host and process_name, keeping the first occurrence per unique pair | SELECT fields host, process_name, cmd, process_id | FILTER out records matching environment-specific allowlists (if any) | OUTPUT the remaining records"
Schtasks used for forcing a reboot,
Cisco NVM - Non-Network Binary Making Network Connection,"SEARCH Cisco Network Visibility Module Flow Data |
FILTER where process_name is in [""notepad.exe"",""write.exe"",""mspaint.exe"",""calc.exe"",""addinutil.exe"",""cmstp.exe"",""dialer.exe"",""eqnedt32.exe"",""IMEWDBLD.exe""] |
FILTER where destination IP is NOT within any of the following networks or addresses: [""10.0.0.0/8"",""172.16.0.0/12"",""192.168.0.0/16"",""100.64.0.0/10"",""127.0.0.0/8"",""169.254.0.0/16"",""192.0.0.0/24"",""192.0.0.0/29"",""192.0.0.8/32"",""192.0.0.9/32"",""192.0.0.10/32"",""192.0.0.170/32"",""192.0.0.171/32"",""192.0.2.0/24"",""192.31.196.0/24"",""192.52.193.0/24"",""192.88.99.0/24"",""224.0.0.0/4"",""192.175.48.0/24"",""198.18.0.0/15"",""198.51.100.0/24"",""203.0.113.0/24"",""240.0.0.0/4"",""::1""] |
GROUP BY src, dest, parent_process_path, parent_process_integrity_level, process_path, process_name, process_integrity_level, process_id, transport WITH AGGREGATIONS:
- COMPUTE count of events as count
- COMPUTE earliest event time as firstTime
- COMPUTE latest event time as lastTime
- COLLECT unique parent_process_arguments as parent_process_arguments
- COLLECT unique process_arguments as process_arguments
- COLLECT unique parent_process_hash as parent_process_hash
- COLLECT unique process_hash as process_hash
- COLLECT unique module_name_list as module_name_list
- COLLECT unique module_hash_list as module_hash_list
- COLLECT unique dest_port as dest_port
- COLLECT unique additional_logged_in_users_list as additional_logged_in_users_list
- COLLECT unique dest_hostname as dest_hostname |
FORMAT firstTime and lastTime as human-readable timestamps |
SELECT parent_process_integrity_level, parent_process_path, parent_process_arguments, parent_process_hash, process_integrity_level, process_path, process_name, process_arguments, process_hash, process_id, additional_logged_in_users_list, module_name_list, module_hash_list, src, dest_hostname, dest, dest_port, transport, firstTime, lastTime |
APPLY optional environment-specific allowlists or suppressions for known benign activity |
OUTPUT results"
SilentCleanup UAC Bypass,"SEARCH registry modification events from endpoint telemetry (e.g., EDR or OS registry auditing) within the desired time range
| PARSE each event to extract: timestamp, host, user, process_id, process_guid, process_name, action (e.g., set/create/modify), registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, vendor_product
| FILTER events where registry_path contains ""\Environment\windir"" (case-insensitive)
| FILTER events where registry_value_data contains an executable indicator (e.g., string matching "".exe"" optionally followed by arguments)
| FILTER events where action denotes a write-like operation to a registry value (e.g., set, create, modify)
| GROUP events by action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| AGGREGATE count of events per group
| COMPUTE first_seen = earliest timestamp in group, last_seen = latest timestamp in group
| APPLY allowlist/false-positive suppression (e.g., known benign hosts, users, processes, or specific value_data/value_name patterns)
| OUTPUT grouped fields with count, first_seen, and last_seen"
Vbscript Execution Using Wscript App,"SEARCH endpoint process execution telemetry (e.g., EDR, Sysmon) within the desired time range
| FILTER events where (parent_process_name equals ""wscript.exe"" (case-insensitive) AND parent_process_command_line contains ""//e:vbscript"" (case-insensitive)) OR (process_name equals ""wscript.exe"" (case-insensitive) AND process_command_line contains ""//e:vbscript"" (case-insensitive))
| GROUP BY
  - action
  - host
  - original_file_name
  - parent_process_command_line
  - parent_process_executable_path
  - parent_process_guid
  - parent_process_id
  - parent_process_name
  - parent_process_path
  - process_command_line
  - process_executable_path
  - process_guid
  - process_hash
  - process_id
  - process_integrity_level
  - process_name
  - process_path
  - user
  - user_id
  - vendor_product
| COMPUTE event_count = count(), first_time = min(event_timestamp), last_time = max(event_timestamp)
| DERIVE first_time_readable and"
Windows Remote Service Rdpwinst Tool Execution,"SEARCH process execution telemetry from endpoint and OS logs (e.g., EDR process events, Windows process creation events) within the analysis time window, retrieving at minimum: event_time, action, host, user, user_id, vendor_product, process_name, original_file_name, process_path, process_executable, process_id, process_guid, process_hash, command_line, integrity_level, parent_process_name, parent_process_path, parent_process_executable, parent_process_id, parent_process_guid
| FILTER events where process_name equals ""RDPWInst.exe"" OR original_file_name equals ""RDPWInst.exe""
| FILTER events where command_line contains any of these switches: "" -i"", "" -s"", "" -o"", "" -w"", or "" -r"" (match as a space followed by a dash and one of the listed letters; case-insensitive)
| GROUP records by action, host, original_file_name, parent"
FodHelper UAC Bypass,"SEARCH endpoint process creation telemetry from sources such as Sysmon Event ID 1, Windows Security 4688, and EDR process data |
FILTER events where parent_process_name equals ""fodhelper.exe"" |
GROUP records by action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product |
AGGREGATE for each group: count as event_count, minimum event_time as firstTime, maximum event_time as lastTime |
DERIVE firstTime_readable and lastTime_readable by converting firstTime and lastTime to human-readable timestamps |
FILTER out groups matching known benign or allowlisted patterns for this technique in the environment (for example, expected administrative tooling or approved parent-child relationships) |
OUTPUT event_count, firstTime, lastTime, firstTime_readable, lastTime_readable, and all grouping fields"
Excessive Attempt To Disable Services,"SEARCH endpoint process creation events from sources: Sysmon Event ID 1, Windows Security 4688, and EDR process telemetry
| FILTER events where process_name equals ""sc.exe""
| FILTER events where command_line contains ""config"" OR command_line contains ""Disabled""
| DERIVE time_bucket as event_time truncated to 1-minute boundaries
| GROUP events BY time_bucket, host, user, process_name, parent_process_name
| AGGREGATE for each group: 
  - count = number of events
  - first_seen = minimum event_time
  - last_seen = maximum event_time
  - collect_distinct values for fields if present: action, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_path, user_id, vendor_product
| FILTER groups where count >= 4 within the same 1-minute time_bucket
| OUTPUT host, user, process_name, parent_process_name, count, first_seen, last_seen"
Windows Privilege Escalation User Process Spawn System Process,
Windows InstallUtil Remote Network Connection,
Single Letter Process On Endpoint,
Windows CAB File on Disk,
Windows Process Injection Remote Thread,
Windows Proxy Via Netsh,"SEARCH process creation events from endpoint and operating system telemetry (e.g., Sysmon Event ID 1, Windows Security 4688, EDR process data) within the desired time range
| FILTER events where the process name or original file name equals ""netsh.exe""
| FILTER events where the process command line contains the substring ""portproxy""
| FILTER events where the process command line also contains the substring ""v4tov4""
| SELECT fields needed for analysis: timestamp, host/device, user, vendor_product, action, original_file_name, process_name, process_path, process_command_line, process_id, process_guid, process_hash, process_integrity_level, process_exec, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_exec
| GROUP records by the selected non-time fields and COMPUTE metrics: event_count, first_time = minimum timestamp, last_time = maximum timestamp
| DERIVE human_readable_first_time and human_readable_last_time from first_time and last_time
| FILTER OUT records matching environment-specific allowlists or known benign patterns (if available)
| OUTPUT grouped results with event_count, time bounds, and the selected context fields"
Windows Remote Access Software RMS Registry,"SEARCH registry activity events from endpoints
| FILTER records where registry_path contains ""\SYSTEM\Remote Manipulator System"" (case-insensitive substring match)
| GROUP records by action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product
| COMPUTE total_events = COUNT(), first_time = MIN(event_time), last_time = MAX(event_time)
| FORMAT first_time and last_time as human-readable timestamps
| APPLY optional environment-specific allowlists or tuning to exclude known legitimate RMS administration activity
| OUTPUT the grouped fields with total_events, first_time, and last_time"
Windows UAC Bypass Suspicious Escalation Behavior,
Windows Steal Authentication Certificates Certificate Request,"SEARCH Windows Security Event Logs for events indicating a certificate request received (event_id = 4886)
| PARSE fields needed from each event: timestamp, dest, name, Requester, action, Attributes
| GROUP records BY dest, name, Requester, action, Attributes
| COMPUTE event_count = number of records in each group, firstTime = minimum timestamp in group, lastTime = maximum timestamp in group
| DERIVE firstTime = convert firstTime to a human-readable datetime, lastTime = convert lastTime to a human-readable datetime
| APPLY filter to exclude groups matching organization-defined allowlists or known-benign patterns on dest, name, Requester, action, Attributes
| OUTPUT dest, name, Requester, action, Attributes, event_count, firstTime, lastTime"
Windows Suspicious Driver Loaded Path,
Powershell Fileless Process Injection via GetProcAddress,"SEARCH PowerShell Script Block Logging events
| FILTER EventCode equals 4104
| FILTER ScriptBlockText contains the substring ""getprocaddress"" (case-insensitive)
| FILL missing values in [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with empty string
| GROUP BY [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText]
| COMPUTE event_count = COUNT(), firstTime = MIN(event_time), lastTime = MAX(event_time)
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY environment-specific suppression rules to exclude known benign script blocks or trusted sources (if available)
| OUTPUT [firstTime, lastTime, event_count, dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText]"
