name,response
Windows Command and Scripting Interpreter Hunting Path Traversal,
Process Execution via WMI,
Detect Remote Access Software Usage File,
Linux NOPASSWD Entry In Sudoers File,"SEARCH process execution telemetry from endpoint/EDR data sources
| FILTER events where command_line contains the substring ""NOPASSWD:""
| GROUP BY host, action, original_file_name, parent_process_name, parent_process_path, parent_process_exec, parent_process_id, parent_process_guid, process_command_line, process_name, process_path, process_exec, process_id, process_guid, process_hash, process_integrity_level, user, user_id, vendor_product
| COMPUTE event_count = count of events per group, first_seen = earliest event_time per group, last_seen = latest event_time per group
| FORMAT first_seen and last_seen as human-readable timestamps
| APPLY allowlist/suppression rules to remove known benign patterns for this detection (if defined)
| OUTPUT all grouped fields plus event_count, first_seen, last_seen"
Windows Impair Defenses Disable Win Defender Auto Logging,"SEARCH Windows registry value set/modify events from endpoint telemetry (for example, Sysmon Event ID 13) over the desired time range
| FILTER events where the operation type indicates a registry value was set or modified
| FILTER events where either:
  - registry key path contains ""\Control\WMI\Autologger\DefenderApiLogger"" AND registry value name equals ""Start""
  - OR registry key path contains ""\Control\WMI\Autologger\DefenderAuditLogger"" AND registry value name equals """
Windows Network Connection Discovery Via Net,
Windows SQL Server Extended Procedure DLL Loading Hunt,"SEARCH data from Windows Application events where event_code equals 8128 | PARSE the XML field containing event data (e.g., EventData_Xml) to EXTRACT dll_name from the first Data element, dll_version from the second Data element, and procedure_name from the third Data element | DERIVE dll_category as: if dll_name equals ""xpstar.dll"" then ""Extended Procedures"", else if dll_name equals ""odsole70.dll"" then ""OLE Automation"", else if dll_name equals ""xplog70.dll"" then ""Logging Procedures"", else ""Other"" | GROUP records by host, dll_name, dll_version, dll_category | COMPUTE execution_count as the number of records in each group, procedures_used as the set of unique procedure_name values in each group, and last_seen as the most recent event timestamp in each group | SORT results by execution_count descending | OUTPUT host, dll_name, dll_version, dll_category, execution_count, procedures_used, last_seen"
Windows Drivers Loaded by Signature,"SEARCH Windows Sysmon telemetry where the event indicates a driver load and the event code equals 6
| PARSE each record to extract fields: ImageLoaded, dest, dvc, process_hash, process_path, signature, signature_id, user_id, vendor_product, and the event timestamp
| GROUP records by ImageLoaded, dest, dvc, process_hash, process_path, signature, signature_id, user_id, vendor_product
| COMPUTE for each group: count = number of records; firstTime = earliest event timestamp; lastTime = latest event timestamp
| DERIVE human-readable representations of firstTime and lastTime
| APPLY allowlist/suppression to exclude known benign drivers or vendors using fields such as ImageLoaded, signature, signature_id, process_hash, and vendor_product
| OUTPUT ImageLoaded, dest, dvc, process_hash, process_path, signature, signature_id, user_id, vendor_product, count, firstTime, lastTime, and their human-readable forms"
Windows AD Short Lived Domain Account ServicePrincipalName,"SEARCH Windows Security Event Log events where EventCode equals 5136 |
FILTER records where AttributeLDAPDisplayName equals ""servicePrincipalName"" |
PARSE fields needed for correlation and output: ObjectDN, AttributeValue, OperationType, Computer, timestamp |
GROUP events by ObjectDN and AttributeValue, ordered by timestamp ascending |
COMPUTE within each group the sequences that start with an event where OperationType equals ""%%14674"" (attribute value added) and end with the subsequent event where OperationType equals ""%%14675"" (attribute value deleted), and for each such sequence calculate duration = end_timestamp - start_timestamp (in seconds) |
DERIVE field short_lived = true if duration < 300, else false |
FILTER records where short_lived equals true |
FORMAT fields for output: set user = ObjectDN, dest = Computer; include user, dest, AttributeValue, duration, start_timestamp, end_timestamp |
APPLY optional organization-specific suppression or allowlist filters as needed |
OUTPUT the resulting records"
Linux File Created In Kernel Driver Directory,
Windows Impair Defense Disable Win Defender Report Infection,"SEARCH registry modification events from endpoint telemetry (e.g., events that record registry value set operations) |
FILTER events where registry_path contains ""\Microsoft\MRT\DontReportInfectionInformation"" |
FILTER events where registry_value_data equals ""0x00000001"" |
GROUP events by action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product |
COMPUTE count_of_events for each group, first_seen_time as the earliest event timestamp in the group, last_seen_time as the latest event timestamp in the group |
DERIVE first_seen_time_readable and last_seen_time_readable by converting first_seen_time and last_seen_time to human-readable timestamps |
SELECT first_seen_time_readable, last_seen_time_readable, count_of_events, action, host, process_guid, process_id, user, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, vendor_product |
OUTPUT results"
Msmpeng Application DLL Side Loading,
Powershell Load Module in Meterpreter,"SEARCH PowerShell Script Block Logging telemetry
| FILTER records where EventCode equals 4104
| FILTER records where ScriptBlockText contains (case-insensitive) any of:
  - ""MSF.Powershell""
  - ""MSF.Powershell.Meterpreter""
  - ""MSF.Powershell.Meterpreter.Kiwi""
  - ""MSF.Powershell.Meterpreter.Transport""
| DERIVE default placeholder values for missing fields: dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| GROUP BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE count of records as count, minimum event timestamp as firstTime, maximum event timestamp as lastTime
| FORMAT firstTime and lastTime into human-readable timestamps
| APPLY environment-specific allowlist/suppression to remove known benign activity
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime"
Windows AD Domain Root ACL Modification,
Linux Indicator Removal Clear Cache,"SEARCH endpoint process creation events from EDR/host telemetry | PARSE fields: event_time, host, action, process_name, process_executable, process_path, process_command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, parent_process_name, parent_process_id, parent_process_guid, parent_process_executable, parent_process_path, parent_process_command_line, user, user_id | FILTER process_name IN [""dash"",""bash"",""sudo""] | FILTER process_command_line CONTAINS ""/proc/sys/vm/drop_caches"" | FILTER process_command_line"
Disabling SystemRestore In Registry,"SEARCH endpoint registry modification events (e.g., from registry set operations) within the desired time range
| FILTER records where registry_path contains any of:
  ""\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SystemRestore\DisableSR"",
  ""\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SystemRestore\DisableConfig"",
  ""\SOFTWARE\Policies\Microsoft\Windows NT\SystemRestore\DisableSR"",
  ""\SOFTWARE\Policies\Microsoft\Windows NT\SystemRestore\DisableConfig""
| FILTER records where registry_value_data equals ""0x00000001""
| FILTER records where registry_value_data is not null
| GROUP BY action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| AGGREGATE count as event_count, minimum event_time as firstTime, maximum event_time as lastTime
| DERIVE human_readable_firstTime from firstTime, human_readable_lastTime from lastTime
| APPLY allowlist or suppression rules to exclude known benign or expected modifications (if defined)
| OUTPUT action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, event_count, firstTime, lastTime, human_readable_firstTime, human_readable_lastTime"
Scheduled Task Initiation on Remote Endpoint,"SEARCH process execution events from endpoint and EDR telemetry with fields including: event_time, dest, user, user_id, process_name, original_file_name, process_command_line, process_path, process_exec, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_process_path, parent_process, parent_process_exec, parent_process_id, parent_process_guid, action, vendor_product
| FILTER events where process_name equals ""schtasks.exe"" OR original_file_name equals ""schtasks.exe"" (case-insensitive)
| FILTER events where process_command_line contains the substring "" /S "" (case-insensitive) AND contains the substring ""/run"" (case-insensitive)
| PARSE the listed fields from each matching event (retain their native names from the source)
| GROUP events by: action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_command_line, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product
| COMPUTE for each group: event_count = number of events, first_seen_time = minimum(event_time), last_seen_time = maximum(event_time)
| DERIVE human_readable_first_seen from first_seen_time and human_readable_last_seen from last_seen_time
| APPLY environment-specific allowlist or suppression rules to exclude known legitimate administrative uses (optional)
| OUTPUT all grouping fields plus event_count, first_seen_time, last_seen_time, human"
PetitPotam Network Share Access Request,"SEARCH Windows Security Event Logs for records with EventID = 5145 |
FILTER records where SubjectUserName equals ""ANONYMOUS LOGON"" |
FILTER records where RelativeTargetName equals ""lsarpc"" |
GROUP records by dest, SubjectUserSid, ShareName, src, AccessMask, AccessReason |
COMPUTE for each group: total_events = count of records, firstTime = earliest timestamp, lastTime = latest timestamp |
FORMAT firstTime and lastTime as human-readable timestamps |
APPLY environment-specific allowlists or suppression rules to exclude known benign patterns (e.g., approved hosts, service accounts, or expected AccessMask/AccessReason combinations) |
OUTPUT dest, SubjectUserSid, ShareName, src, AccessMask, AccessReason, total_events, firstTime, lastTime"
Detect Regsvcs with Network Connection,"SEARCH events from Sysmon network connection logs (Event ID 3) where a process initiates an outbound connection | FILTER process_name equals ""regsvcs.exe"" | FILTER destination_ip not in 10.0.0.0/8, 172.16.0.0/12, 192.168.0.0/16 | GROUP BY action, app, dest, dest_ip, dest_port, direction, dvc, protocol, protocol_version, src, src_ip, src_port, transport, user, vendor_product, process_name, process_exec, process_guid, process_id | COMPUTE count of events per group, earliest timestamp as firstTime, latest timestamp as lastTime | FORMAT firstTime and lastTime into human-readable timestamps | APPLY environment-specific allowlists or suppression rules (e.g., known benign destinations or process paths), if defined | OUTPUT all grouping fields plus count, firstTime, lastTime"
Windows Unusual Count Of Disabled Users Failed Auth Using Kerberos,
Windows PowerView SPN Discovery,"SEARCH PowerShell Script Block Logging events where EventCode equals 4104
| FILTER events where ScriptBlockText contains ""Get-NetUser"" OR ""Get-DomainUser""
| FILTER events where ScriptBlockText contains ""-SPN""
| FILL missing values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with a placeholder to avoid nulls during grouping
| GROUP events by [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText]
| COMPUTE per-group metrics: event_count = number of events, firstTime = earliest event timestamp, lastTime = latest event timestamp
| DERIVE firstTime_readable and lastTime_readable as human-readable representations of firstTime and lastTime
| APPLY optional environment-specific filtering to suppress known benign scripts or administrative activity
| OUTPUT event_count, firstTime, lastTime, firstTime_readable, lastTime_readable, and all grouping fields"
Active Directory Privilege Escalation Identified,"SEARCH risk events produced by detections related to Active Directory privilege escalation within the selected time window
| FILTER records"
Windows File Without Extension In Critical Folder,
Linux Possible Access Or Modification Of sshd Config File,"SEARCH process execution telemetry from Linux endpoints with fields: timestamp, host, user, user_id, vendor_product, action, process_name, process_id, process_guid, process_path, process_executable, process_command_line, process_hash, process_integrity_level, original_file_name, parent_process_name, parent_process_id, parent_process_guid, parent_process_path, parent_process_executable, parent_process_command_line
| FILTER where process_name equals ""cat"" OR process_name starts with ""nano"" OR process_name starts with ""vim"" OR process_name starts with ""vi""
| FILTER where process_command_line contains"
Windows Office Product Spawned Control,
Windows MSTSC RDP Commandline,
Windows Archive Collected Data via Powershell,
Monitor Registry Keys for Print Monitors,"SEARCH endpoint registry modification events
| FILTER action equals ""modified""
| FILTER registry_path contains ""\CurrentControlSet\Control\Print\Monitors""
| GROUP BY action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product AGGREGATE count as event_count, min(event_time) as first_time, max(event_time) as last_time
| DERIVE first_time_readable from first_time (convert to human-readable), last_time_readable from last_time (convert to human-readable)
| APPLY environment-specific suppression filters for known benign registry changes (if defined)
| OUTPUT action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product, event_count, first_time, last_time, first_time_readable, last_time_readable"
Crowdstrike Admin Weak Password Policy,"SEARCH events from CrowdStrike identity-related alerts/findings data

| FILTER records where primaryDisplayName contains the substring ""admin""

| PARSE nested attributes to flatten and map:
  - riskFactors[].severity -> severity
  - riskFactors[].type -> risk_type
  - roles[].type -> role_type
  - accounts[].domain"
Windows Disable or Stop Browser Process,
Windows Parent PID Spoofing with Explorer,
Windows PowerView Constrained Delegation Discovery,"SEARCH events from PowerShell Script Block Logging (Windows Event ID 4104) | FILTER records where ScriptBlockText contains ""Get-DomainComputer"" OR ""Get-NetComputer"" | FILTER records where ScriptBlockText contains ""-TrustedToAuth"" | FILL missing values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with ""N/A"" | GROUP records BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText | COMPUTE eventCount = count(), firstTime = earliest(event_time), lastTime = latest(event_time) | FORMAT firstTime and lastTime as human-readable timestamps | OUTPUT fields [eventCount, firstTime, lastTime, dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText]"
Windows Local Administrator Credential Stuffing,
Windows Cisco Secure Endpoint Stop Immunet Service Via Sfc,
Windows Command and Scripting Interpreter Path Traversal Exec,"SEARCH process-creation telemetry and EDR process events (e.g., Sysmon 1, Windows Security 4688, EDR process start) with fields: event_time, operating_system, host, vendor_product, process.{command_line, path, name, executable, id, guid, hash, integrity_level}, parent_process.{name, path, executable, id, guid}, original_file_name, user, user_id, action
| FILTER operating_system is not ""Linux""
| FILTER process.command_line OR process.path contains a path-traversal pattern indicating three or more parent-directory segments, matching any of:
  - ""/../../.."" (forward-slash traversal)
  - ""\..\..\..\"" (backslash traversal)
  - ""//..//..//..//"" (double-slash variant)
| GROUP BY action, host, original_file_name, parent_process.name, parent_process.path, parent_process.executable, parent_process.id, parent_process.guid, process.command_line, process.executable, process.guid, process.hash, process.id, process.integrity_level, process.name, process.path, user, user_id, vendor_product
| COMPUTE count = number of events per group, first_time = minimum event_time, last_time = maximum event_time
| FORMAT first_time, last_time as human-readable timestamps
| APPLY allowlist to remove known benign processes, paths, command-line patterns, or hosts as defined by the environment
| OUTPUT count, first_time, last_time, and all grouping fields per result"
Windows Registry Certificate Added,"SEARCH endpoint registry set-value events from endpoint telemetry (e.g., Sysmon Event ID 13)
| PARSE fields: event_time, action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, product
| FILTER records where registry_path contains the path segment ""\certificates\""
| FILTER records where registry_value_name equals ""Blob""
| GROUP records by action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, product
| COMPUTE event_count = count of records per group, first_seen = earliest event_time per group, last_seen = latest event_time per group
| APPLY optional exclusions to remove known-benign certificate management activity (e.g., approved tools, trusted paths, known users/processes)
| OUTPUT grouped fields plus first_seen, last_seen, event_count"
Windows Audit Policy Auditing Option Modified - Registry,"SEARCH endpoint registry modification events (e.g., Sysmon Event ID 13) |
FILTER events where registry_path contains ""\Control\Lsa"" (case-insensitive) |
FILTER events where registry_value_name is one of {""CrashOnAuditFail"", ""FullPrivilegeAuditing"", ""AuditBaseObjects"", ""AuditBaseDirectories""} |
GROUP BY action, dest (host), process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product |
COMPUTE event_count = count of events per group, first_seen_time = minimum event_time in group, last_seen_time = maximum event_time in group |
DERIVE first_seen_time_readable = format_timestamp(first_seen_time), last_seen_time_readable = format_timestamp(last_seen_time) |
APPLY environment-specific allowlists or suppression rules to exclude known benign changes (e.g., approved maintenance tools or change windows) |
OUTPUT all grouped fields plus event_count, first_seen_time_readable, and last_seen_time_readable"
Get-ForestTrust with PowerShell,
Shim Database Installation With Suspicious Parameters,
Detect Password Spray Attack Behavior On User,
Windows Cisco Secure Endpoint Related Service Stopped,
Windows Hidden Schedule Task Settings,"SEARCH events from Windows Security Event Logs
| FILTER EventCode equals 4698
| FILTER TaskContent contains the substring ""<Hidden>true</Hidden>""
| GROUP by TaskName, TaskContent, action, signature, status, dest
| COMPUTE count = number of events per group, firstTime = earliest event_time in group, lastTime = latest event_time in group
| DERIVE firstTime_readable = convert firstTime to human-readable timestamp, lastTime_readable = convert lastTime to human-readable timestamp
| APPLY environment-specific allowlists/exclusions (e.g., by TaskName, signature, status, dest) to remove known benign entries
| OUTPUT TaskName, TaskContent, action, signature, status, dest, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Suspicious Regsvr32 Register Suspicious Path,
Detect Regsvr32 Application Control Bypass,"SEARCH process creation events from endpoint and EDR data sources (e.g., Sysmon Event ID 1, Windows Security 4688, EDR process telemetry)
| PARSE each event to extract: event_time, action, host, vendor_product, user_name, user_id, process.command_line, process.name, process.path, process.executable, process.id, process.guid, process.hash, process.integrity_level, process.original_file_name, parent.command_line, parent.name, parent.path, parent.executable, parent.id, parent.guid, parent.original_file_name
| FILTER events where action indicates a process start/creation (if the field exists)
| FILTER events where the process is Regsvr32 by any of:
  - process.name equals ""regsvr32.exe"" (case-insensitive)
  - OR process.original_file_name equals ""REGSVR32.EXE"" (case-insensitive)
  - OR process.path or process.executable ends with ""\regsvr32.exe"" (case-insensitive)
| FILTER events where process.command_line contains the substring ""scrobj"" (case-insensitive) to capture scrobj.dll usage
| GROUP records by: action, host, vendor_product, user_name, user_id, process.original_file_name, parent.name, parent.path, parent.executable, parent.id, parent.guid, process.command_line, process.name, process.path, process.executable, process.id, process.guid, process.hash, process.integrity_level
| COMPUTE event_count = number of events per group, first_seen_time = minimum event_time per group, last_seen_time = maximum event_time per group
| FORMAT first_seen_time"
Recon AVProduct Through Pwh or WMI,"SEARCH records from PowerShell Script Block Logging where the event code equals 4104
| FILTER records where ScriptBlockText contains (case-insensitive) any of [""SELECT"", ""WMIC""]
| FILTER records where ScriptBlockText also contains (case-insensitive) any of [""AntiVirusProduct"", ""AntiSpywareProduct""]
| PARSE fields needed for analysis: timestamp, dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| FILL missing values for the parsed fields with a consistent placeholder (for example, null) to preserve grouping integrity
| GROUP records by dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText and COMPUTE:
  - count = number of records in each group
  - firstTime = minimum timestamp in the group
  - lastTime = maximum timestamp in the group
| COMPUTE human-readable representations of firstTime and lastTime (in addition to raw timestamps)
| APPLY optional allowlist or tuning filters to remove known benign or approved administrative activity (for example, trusted scripts, known management paths, or service accounts)
| OUTPUT dest, user_id, vendor_product, ProcessID, Path, Name, ScriptBlockId, signature, signature_id, Guid, Opcode, EventID, ScriptBlockText, count, firstTime, lastTime"
Windows Group Policy Object Created,
Nishang PowershellTCPOneLine,"SEARCH process start/execution events from endpoint and OS telemetry (e.g., Sysmon Event ID 1, Windows Security 4688, EDR process telemetry) within the desired time range
| PARSE fields including: event_time, action, dest/host, vendor_product, user, user_id, process_name, original_file_name, process_path, executable_path, process_id, process_guid, process_hash, process_integrity_level, command_line, parent_process, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_executable_path
| FILTER events to those where the process is a PowerShell interpreter (e.g., process_name or original_file_name equals ""powershell.exe"" or ""pwsh.exe"", case-insensitive)
| FILTER remaining events where command_line contains both ""Net.Sockets.TCPClient"" AND ""System.Text.ASCIIEncoding"" (case-insensitive substring match)
| GROUP events by action, dest/host, original_file_name, parent_process, parent_executable_path, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, command_line, executable_path, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product
| COMPUTE count_of_events per group
| DERIVE first_seen_time = minimum(event_time) and last_seen_time = maximum(event_time) per group
| FORMAT first_seen_time and last_seen_time into human-readable timestamps
| APPLY optional allowlist exclusions (e.g., known administrative scripts, approved parent processes, trusted paths) to reduce benign matches
| OUTPUT grouped records with context fields, count_of_events, first_seen_time, and last_seen_time"
Cisco NVM - Suspicious Network Connection From Process With No Args,"SEARCH Cisco Network Visibility Module flow telemetry
| PARSE records to extract: timestamp, src, dest, dest_port, transport, dest_hostname, process_name, process_path, process_id, process_integrity_level, parent_process_path, parent_process_integrity_level, parent_process_arguments, process_arguments, process_hash, parent_process_hash, module_name_list, module_hash_list, aliul
| FILTER records where process_name is one of: backgroundtaskhost.exe, svchost.exe, dllhost.exe, werfault.exe, searchprotocolhost.exe, wuauclt.exe, spoolsv.exe, rundll32.exe, regasm.exe, regsvr32.exe, regsvcs.exe
| FILTER records where process_arguments is missing or empty (no command-line arguments)
| FILTER records where dest IP is not within any of the following special/private/reserved ranges: 10.0.0.0/8, 172.16.0.0/12, 192.168.0.0/16, 100.64.0.0/10, 127.0.0.0/8, 169.254.0.0/16, 192.0.0.0/24, 192.0.0.0/29, 192.0.0.8/32, 192.0.0"
Linux Possible Ssh Key File Creation,"SEARCH endpoint filesystem activity events with fields: event_time, action, host, file_path, file_name, file_create_time, file_modify_time, file_access_time, file_hash, file_acl, file_size, process_guid, process_id, user, vendor_product
| FILTER records where file_path matches pattern ""*/.ssh*""
| GROUP records by action, host, file_access_time, file_create_time, file_hash, file_modify_time, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor_product
| COMPUTE count of records as eventCount, minimum event_time as firstTime, maximum event_time as lastTime for each group
| DERIVE firstTimeReadable and lastTimeReadable by converting firstTime and lastTime to human-readable timestamps
| APPLY environment-specific allowlists or suppression rules to exclude known benign SSH-related file activity (if available)
| OUTPUT action, host, file_name, file_path, file_create_time, file_modify_time, file_access_time, file_hash, file_acl, file_size, process_guid, process_id, user, vendor_product, eventCount, firstTime, lastTime, firstTimeReadable, lastTimeReadable"
PowerShell Script Block With URL Chain,
MS Scripting Process Loading Ldap Module,"SEARCH events from Sysmon ImageLoad telemetry (EventID 7) |
FILTER records where event_id equals 7 |
FILTER records where process_image path or name matches wscript.exe OR cscript.exe (case-insensitive) |
FILTER records where loaded_module path or name matches Wldap32.dll OR adsldp.dll OR adsldpc.dll (case-insensitive) |
HANDLE NULLS by replacing missing values in fields used for grouping with empty strings: process_image, loaded_module, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product |
GROUP records by process_image, loaded_module, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product |
COMPUTE count of records per group, earliest event_timestamp as firstTime, latest event_timestamp as lastTime |
DERIVE firstTime_readable and lastTime_readable as human-readable representations of firstTime and lastTime |
APPLY optional environment-specific suppression or allowlist logic for known benign patterns (ms_scripting_process_loading_ldap_module_filter) |
OUTPUT the grouped fields with count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Disabling CMD Application,"SEARCH registry modification events from endpoint telemetry
| FILTER registry_path contains ""\SOFTWARE\Policies\Microsoft\Windows\System\DisableCMD"" (case-insensitive)
| FILTER registry_value_data equals ""0x00000001""
| FILTER registry_value_data is not null
| GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product
| COMPUTE event_count = count(), first_seen_time = min(event_time), last_seen_time = max(event_time)
| FORMAT first_seen_time, last_seen_time as human-readable timestamps
| OUTPUT action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, event_count, first_seen_time, last_seen_time"
Windows Export Certificate,"SEARCH Windows event logs from the Certificate Services Client Lifecycle channel with event_id = 1007 within the desired time range
| PARSE the XML payload contained in the user data field into discrete attributes, extracting at minimum SubjectName and retaining the full set of parsed user data attributes
| GROUP records by Computer (host), SubjectName, and the complete set of parsed user data attributes to uniquely represent each certificate export
| COMPUTE event_count per group, earliest_event_time = minimum event timestamp, latest_event_time = maximum event timestamp
| DERIVE earliest_event_time_readable and latest_event_time_readable by converting the computed timestamps to human-readable format
| APPLY optional suppression to exclude known benign hosts, users, or certificate subjects if an allowlist is provided
| OUTPUT Computer, SubjectName, parsed_user_data_attributes, event_count, earliest_event_time, latest_event_time, earliest_event_time_readable, latest_event_time_readable"
Windows Identify Protocol Handlers,
Windows BootLoader Inventory,"SEARCH Windows bootloader paths inventory events generated by a PowerShell scripted input across endpoints, selecting fields: host, event_timestamp, event_payload
| GROUP events BY host
| COMPUTE per host: event_count = total number of events, first_seen = minimum event_timestamp, last_seen = maximum event_timestamp, sample_event_payloads = distinct set of event_payloads
| FORMAT first_seen and last_seen as human-readable datetimes
| APPLY environment-specific filtering to exclude known-benign hosts or expected bootloader configurations and to remove incomplete records (e.g., missing host or timestamp)
| OUTPUT host, event_count, first_seen, last_seen, sample_event_payloads"
Windows Impair Defense Disable Defender Firewall And Network,"SEARCH endpoint registry modification events
| FILTER records where registry_path contains ""Windows Defender Security Center\Firewall and network protection\UILockdown""
| FILTER records where registry_value_data equals ""0x00000001""
| GROUP records BY action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product
| COMPUTE count = number of records in group, firstTime = earliest event_time in group, lastTime = latest event_time in group
| FORMAT firstTime and lastTime as human-readable timestamps
| OUTPUT action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, count, firstTime, lastTime"
Suspicious Scheduled Task from Public Directory,"SEARCH process creation events from Sysmon Event ID 1, Windows Security 4688, and EDR process telemetry, retrieving at least: timestamp, host/device, user, user_id, action, vendor_product, process_name, process_path, command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_executable
| FILTER events where process_name equals ""schtasks.exe"" (case-insensitive)
| FILTER events where command_line contains any of the following directory substrings (case-insensitive): ""\users\public\"", ""\programdata\"", ""\windows\temp""
| FILTER events where command_line contains the token ""/create"" (case-insensitive)
| GROUP events by action, host/device, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_executable, process_name, process_path, command_line, process_id, process_guid, process_hash, process_integrity_level, user, user_id, vendor_product
| COMPUTE count_events, earliest_event_time (min timestamp), latest_event_time (max timestamp) for each group
| FORMAT earliest_event_time and latest_event_time as human-readable timestamps
| APPLY environment-specific allowlists to exclude known-benign scheduled task creation patterns, hosts, users, or command lines (if available)
| OUTPUT the grouped fields along with count_events, earliest_event_time, latest_event_time"
Unusually Long Command Line - MLTK,
Windows AD Replication Request Initiated by User Account,
Detect Credential Dumping through LSASS access,"SEARCH process access telemetry (e.g., Sysmon) within the desired time range
| FILTER events where the event identifier equals 10 (process access)
| FILTER events where TargetImage ends with ""lsass.exe"" (case-insensitive)
| FILTER events where GrantedAccess is one of [""0x1010"", ""0x1410""]
| GROUP events by CallTrace, EventID, GrantedAccess, Guid, Opcode, ProcessID, SecurityID, SourceImage, SourceProcessGUID, SourceProcessId, TargetImage, TargetProcessGUID, TargetProcessId, UserID, dest, granted_access, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_exec, process_guid, process_id, process_name, process_path, signature, signature_id, user_id, vendor_product"
