name,response
Windows Event Triggered Image File Execution Options Injection,"SEARCH Windows Application event logs where EventCode equals 3000
| PARSE fields needed from each event: event_time, dest, param1, param2
| DERIVE Process = param1, Exit_Code = param2
| GROUP records BY Process, Exit_Code, dest
| COMPUTE count = number of records in group, firstTime = minimum of event_time, lastTime = maximum of event_time
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY optional environment-specific exclusions to remove known-benign Process or Exit_Code values
| OUTPUT dest, Process, Exit_Code, count, firstTime, lastTime"
WMI Permanent Event Subscription,"SEARCH events that capture WMI event binding activity from endpoint telemetry
| FILTER records where EventCode equals 5861 and the event message contains the term ""Binding""
| PARSE the Message field to extract a new field named consumer as the text immediately following ""Consumer ="" up to the next semicolon or end-of-line
| FILTER out records where consumer equals NTEventLogEventConsumer=""SCM Event Log Consumer""
| GROUP records by ComputerName, consumer, and Message and COMPUTE the following: count of records; earliest timestamp as firstTime; latest timestamp as lastTime
| DERIVE human-readable representations of firstTime and lastTime (e.g., ctime) as firstTime_readable and"
Windows Service Creation Using Registry Entry,"SEARCH registry modification events within the desired time range from sources that record Windows registry value set operations

PARSE each event to extract: timestamp, action, host/device, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status/result, user, product/source

FILTER events where registry_path contains ""\SYSTEM\CurrentControlSet\Services""

FILTER events where registry_value_name equals ""ImagePath""

FILTER events where registry_value_data is not null

GROUP events by action, host/device, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status/result, user, product/source

COMPUTE for each group: event_count = number of events, first_seen_time = minimum(timestamp), last_seen_time = maximum(timestamp)

FORMAT first_seen_time and last_seen_time into human-readable timestamps

APPLY optional allowlist to exclude known legitimate service ImagePath changes (e.g., approved installers or management tools)

OUTPUT the grouped records with event_count, first_seen_time, last_seen_time, and all grouping fields for investigation"
Rubeus Kerberos Ticket Exports Through Winlogon Access,"SEARCH endpoint process access events
| FILTER events"
Windows LOLBAS Executed Outside Expected Path,
Windows MSHTA Writing to World Writable Path,"SEARCH endpoint telemetry for file creation/write events from Windows hosts | FILTER where event_id equals 11 (if present) | FILTER where process_image ends with ""\mshta.exe"" (case-insensitive) | FILTER where target_file_path matches any of:
  - ""*\Windows\Tasks\*""
  - ""*\Windows\Temp\*""
  - ""*\Windows\tracing\*""
  - ""*\Windows\PLA\Reports\*""
  - ""*\Windows\PLA\Rules\*""
  - ""*\Windows\PLA\Templates\*""
  - ""*\Windows\PLA\Reports\en-US\*""
  - ""*\Windows\PLA\Rules\en-US\*""
  - ""*\Windows\Registration\CRMLog\*""
  - ""*"
Windows Set Account Password Policy To Unlimited Via Net,
IcedID Exfiltrated Archived File Creation,"SEARCH endpoint file system creation events from hosts within the desired time range
| FILTER source indicates endpoint file monitoring (e.g., Sysmon) and, if available, event_id equals 11 or operation equals ""file created""
| FILTER file_path ends with ""passff.tar"" OR file_path ends with ""cookie.tar"" (case-insensitive)
| GROUP BY host, action, file_access_time, file_create_time, file_modify_time, file_hash, file_name, file_path, file_acl, file_size, process_guid, process_id, user, product
| COMPUTE count = number of events per group
| COMPUTE firstTime = earliest event timestamp per group
| COMPUTE lastTime = latest event timestamp per group
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY allowlist to exclude known benign file paths, processes, users, or hosts as defined by the organization
| OUTPUT firstTime, lastTime, count, host, action, file_path, file_name, file_hash, file_size, file_acl, file_create_time, file_modify_time, file_access_time, process_guid, process_id, user, product"
Windows Unusual Intelliform Storage Registry Access,"SEARCH Windows Security Event Log entries for object access events where EventCode equals 4663
| FILTER records where ObjectName contains the registry path segment ""\Software\Microsoft\Internet Explorer\IntelliForms\Storage2"" (case-insensitive)
| FILTER records where ProcessName is not one of [""C:\Program Files\Internet Explorer\iexplore.exe"", ""C:\Windows\System32\dllhost.exe"", ""C:\Windows\SysWow64\dllhost.exe""]
| GROUP records by ObjectName, ObjectType, ProcessName, AccessMask, process_id, EventCode, Computer, Caller"
Detect Baron Samedit CVE-2021-3156 Segfault,"SEARCH Linux operating system and application logs within the selected time window
| FILTER events where the event payload contains the term ""sudoedit""
| FILTER events where the event payload contains the term ""segfault""
| GROUP events by host
| COMPUTE for each host: event_count = number of events, firstTime = earliest event timestamp, lastTime = latest event timestamp
| FILTER groups where event_count > 5
| APPLY environment-specific allowlist or suppression rules to exclude known benign hosts or patterns (if defined)
| OUTPUT host, event_count, firstTime, lastTime"
Windows Modify Registry Do Not Connect To Win Update,"SEARCH registry modification events from endpoint telemetry (e.g., Sysmon Event ID 13) within the desired time range
| PARSE fields: timestamp, host, user, action, process_id, process_guid, process_name, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, vendor_product
| FILTER action indicates a registry value was created or modified
| FILTER registry_path ends with ""\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\DoNotConnectToWindowsUpdateInternetLocations""
| FILTER registry_value_data equals ""0x00000001"" OR equals integer 1
| GROUP BY host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, action, status, user, vendor_product
| COMPUTE event_count = count(), first_seen_time = min(timestamp), last_seen_time = max(timestamp)
| FORMAT first_seen_time, last_seen_time as human-readable timestamps
| APPLY environment-specific filters to exclude known legitimate changes (optional)
| OUTPUT event_count, first_seen_time, last_seen_time, host, process_guid, process_id, process_name, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, action, status, user, vendor_product"
WMIC XSL Execution via URL,SEARCH
Powershell Disable Security Monitoring,
Windows Computer Account With SPN,
Windows DISM Remove Defender,
Linux Auditd Stop Services,"SEARCH events from Linux Auditd data source | FILTER events where event.type equals ""SERVICE_STOP"" | PARSE fields needed for analysis (host, pid, comm, exe, timestamp) | GROUP records by host, pid, comm, exe, event.type | COMPUTE event_count = count of records per group, firstTime = earliest timestamp per group, lastTime = latest timestamp per group | DERIVE firstTime_readable and lastTime_readable by converting firstTime and lastTime to human-readable format | FILTER out groups matching environment-specific allowlists or known benign service stops (if defined) | OUTPUT host, pid, comm, exe, event.type, event_count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Processes launching netsh,
Windows Modify Registry LongPathsEnabled,"SEARCH events from endpoint registry modification telemetry (e.g., Windows Sysmon registry value set events)
| FILTER where registry_path contains ""\CurrentControlSet\Control\FileSystem\LongPathsEnabled""
| FILTER where registry_value_data equals ""0x00000001""
| GROUP by action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| COMPUTE count = number of events per group, firstTime = earliest event_time in group, lastTime = latest event_time in group
| COMPUTE firstTime_readable = convert_time(firstTime), lastTime_readable = convert_time(lastTime)
| APPLY optional environment-specific suppression to remove known benign modifications (e.g., approved baseline changes)
| OUTPUT action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, count, firstTime, lastTime, first"
Detect Renamed PSExec,"SEARCH process-creation events from endpoint telemetry (e.g., Sysmon Event ID 1, Windows Security Event ID 4688, EDR process data) selecting fields: timestamp, action, destination_host, user, user_id, process_name, process_path, process_id, process_guid, process_hash, process_integrity_level, process_command_line, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_command_line, vendor_product
| FILTER original_file_name equals ""psexec.c""
| FILTER process_name is not ""psexec.exe"" AND process_name is not ""psexec64.exe""
| GROUP BY action, destination_host, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_command_line, process_name, process_path, process_id, process_guid, process_hash, process_integrity_level, process_command_line, user, user_id, vendor_product
| COMPUTE count = number of events in group, first_time = earliest timestamp in group, last_time = latest timestamp in group
| DERIVE first_time_readable and last_time_readable from first_time and last_time
| APPLY environment-specific exclusions (e.g., approved admin tools, known-good paths or hashes, sanctioned IT accounts, expected management hosts)
| OUTPUT action, destination_host, original_file_name, process_name, process_path, process_id, process_guid, process_hash, process_integrity_level, process_command_line, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_command_line, user, user_id, vendor_product, count, first_time, last_time, first_time_readable, last_time_readable"
Icacls Deny Command,
Get WMIObject Group Discovery with Script Block Logging,"SEARCH PowerShell Script Block Logging events (EventCode 4104) |
FILTER records where ScriptBlockText contains ""Get-WMIObject"" |
FILTER records where ScriptBlockText contains ""Win32_Group"" |
IMPUTE missing values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with empty strings |
GROUP BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText AGGREGATE count() as event_count, min(timestamp) as firstTime, max(timestamp) as lastTime |
DERIVE firstTime_readable = convert_epoch_to_readable(firstTime), lastTime_readable = convert_epoch_to_readable(lastTime) |
APPLY FILTER to exclude known benign or authorized activity based on environment-specific allowlists (e.g., trusted hosts, service accounts, scheduled jobs) |
OUTPUT event_count, firstTime, lastTime, firstTime_readable, lastTime_readable, dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText"
Windows AD Suspicious Attribute Modification,
Windows AD GPO New CSE Addition,
Windows IIS Components Get-WebGlobalModule Module Query,"SEARCH PowerShell execution logs (e.g., script block, module, or process command-line events) within the desired time range
| FILTER events where the executed command or script content contains the string ""Get-WebGlobalModule"" (case-insensitive)
| FILTER to include only successful/invoked command events if a status/level field is available
| PARSE the following fields from each event:
  - host (machine where the command executed)
  - module_name (IIS module name; from a field named ""name"" or extracted from command/output)
  - module_image_path (DLL image path; from a field named ""image"" or extracted from command/output)
  - event_time (event timestamp)
| GROUP events BY host, module_name, module_image_path
| COMPUTE occurrences = count of events per group, first_seen = earliest event_time in group, last_seen = latest event_time in group
| DERIVE first_seen_readable and last_seen_readable as human-readable representations of first_seen and last_seen
| RENAME host TO dest
| FILTER out groups matching environment-specific allowlists (e.g., approved admin activity, known maintenance scripts, trusted accounts/hosts) if available
| FORMAT output to include: dest, module_name, module_image_path, occurrences, first_seen, last_seen, first_seen_readable, last_seen_readable
| OUTPUT the formatted results"
Windows Credentials in Registry Reg Query,
Windows SQL Server Critical Procedures Enabled,"SEARCH Windows Application event logs where EventCode equals 15457 |
PARSE EventData_Xml to extract, in order, config_name (first <Data> element), new_value (second <Data> element), and old_value (third <Data> element) |
FILTER records where config_name is one of [""Ad Hoc Distributed Queries"", ""external scripts enabled"", ""Ole Automation Procedures"", ""clr enabled"", ""clr strict security""] |
DERIVE dest = host |
DERIVE change_type = ""enabled"" if old_value == ""0"" and new_value == ""1""; ""disabled"" if old_value == ""1"" and new_value == ""0""; otherwise ""modified"" |
COMPUTE risk_score = 90 if change_type == ""enabled""; 60 if change_type == ""disabled""; otherwise 70 |
COMPUTE risk_message = ""SQL Server critical procedure "" + config_name + "" was "" + change_type + "" on host "" + dest + "", which may indicate attempts to gain code execution or perform reconnaissance"" |
GROUP BY dest, EventCode, config_name, change_type, risk_message, risk_score AGGREGATE count = number of records, firstTime = earliest event time, lastTime = latest event time |
FORMAT firstTime and lastTime as human-readable timestamps |
OUTPUT dest, EventCode, config_name, change_type, risk_message, risk_score, count, firstTime, lastTime"
Windows Impair Defense Disable Win Defender Gen reports,"SEARCH registry modification telemetry (e.g., Windows registry value set/write events) from Windows endpoints within the desired time range
| FILTER registry_path contains the case-insensitive substring ""\Windows Defender\Reporting\DisableGenericRePorts""
| FILTER registry_value_data equals ""0x00000001"" OR registry_value_data equals 1
| SELECT event_time, action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product AGGREGATE count_events = COUNT(), firstTime = MIN(event_time), lastTime = MAX(event_time)
| DERIVE firstTime_readable = CONVERT_TIME(firstTime), lastTime_readable = CONVERT_TIME(lastTime)
| APPLY environment-specific suppression rules to exclude known benign or authorized configuration changes (if available)
| OUTPUT action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, count_events, firstTime, lastTime, firstTime_readable, lastTime_readable"
Schtasks scheduling job on remote system,"SEARCH process creation events from Sysmon Event ID 1, Windows Security Event ID 4688, and EDR process telemetry (e.g., CrowdStrike process events)
| FILTER events where process_name equals ""schtasks.exe"" OR original_file_name equals ""schtasks.exe""
| FILTER events where process_command_line contains the substring ""/create"" (case-insensitive)
| FILTER events where process_command_line contains the pattern ""/"
Cisco NVM - MSHTML or MSHTA Network Execution Without URL in CLI,"SEARCH Cisco Network Visibility Module Flow Data
| FILTER events where either:
  - process_name equals ""mshta.exe"" AND process_arguments contains any of [""javascript"", ""vbscript""]
  OR
  - process_name equals ""rundll32.exe"" AND process_arguments contains all of [""mshtml"", ""RunHTMLApplication""]
| FILTER events where process_arguments does not contain any of [""http://"", ""https://""]
| GROUP BY src, dest, parent_process_path, parent_process_integrity_level, process_path, process_name, process_integrity_level, process_id, transport
  AGGREGATE:
  - COUNT events as count
  - MIN timestamp as firstTime
  - MAX timestamp as lastTime
  - COLLECT UNIQUE parent_process_arguments as parent_process_arguments
  - COLLECT UNIQUE process_arguments as process_arguments
  - COLLECT UNIQUE parent_process_hash as parent_process_hash
  - COLLECT UNIQUE process_hash as process_hash
  - COLLECT UNIQUE module_name_list as module_name_list
  - COLLECT UNIQUE module_hash_list as module_hash_list
  - COLLECT UNIQUE dest_port as dest_port
  - COLLECT UNIQUE aliul as additional_logged_in_users_list
  - COLLECT UNIQUE dest_hostname as dest_hostname
| DERIVE firstTime"
Windows Snake Malware File Modification Crmlog,"SEARCH endpoint file system activity events within the desired time range |
FILTER events where file_path contains the directory segment ""windows\registration"" (case-insensitive) AND file_name ends with "".crmlog"" |
SELECT fields: action, host, file_access_time, file_create_time, file_modify_time, file_hash, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor_product, event_time |
GROUP by action, host, file_access_time, file_create_time, file_modify_time, file_hash, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor_product |
COMPUTE event_count = count of events per group, first_seen_time = minimum(event_time) per group, last_seen_time = maximum(event_time) per group |
FORMAT first_seen_time and last_seen_time as human-readable timestamps |
APPLY optional allowlist to exclude known benign file paths, file names, processes, or hosts if available |
OUTPUT grouped fields with event_count, first_seen_time, and last_seen_time for investigation"
PowerShell Invoke CIMMethod CIMSession,
Windows Password Policy Discovery with Net,"SEARCH process creation events from endpoint telemetry (e.g., Windows Sysmon process create, Windows Security process create, EDR process events) with fields: timestamp, host, user, user_id, vendor_product, action_status, process_name, original_file_name, executable_path, command_line, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_executable_path, parent_process_id, parent_process_guid

FILTER events where any of the following is true (case-insensitive):
- process_name equals ""net.exe""
-"
PaperCut NG Suspicious Behavior Debug Log,
Domain Group Discovery With Dsquery,"SEARCH process execution events from Sysmon Event ID 1, Windows Security 4688, and EDR process telemetry within the requested time range
| PARSE fields needed for analysis: event_time, action, device_hostname, vendor_product, original_file_name, process_name, process_command_line, process_executable_path, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_process_path, parent_process_executable_path, parent_process_id, parent_process_guid, user_name, user_id
| FILTER process_name equals ""dsquery.exe""
| FILTER process_command_line contains substring ""group"" (case-insensitive)
| GROUP BY action, device_hostname, vendor_product, original_file_name, parent_process_name, parent_process_path, parent_process_executable_path, parent_process_id, parent_process_guid, process_name, process_command_line, process_executable_path, process_id, process_guid, process_hash, process_integrity_level, user_name, user_id
| COMPUTE event_count = count(), first_seen_time = min(event_time), last_seen_time = max(event_time)
| FORMAT first_seen_time and last_seen_time as human-readable timestamps
| OUTPUT all group-by fields plus event_count, first_seen_time, last_seen_time"
Excessive Usage Of Taskkill,
Linux Disable Services,
Windows Remote Services Allow Rdp In Firewall,
Windows Disable LogOff Button Through Registry,
Certutil exe certificate extraction,"SEARCH process creation telemetry from endpoint and EDR sources (e.g., Windows Sysmon process start, Windows Security 4688, EDR process events) within the desired time range
| FILTER events to those representing a process start action (if an action/type field exists)
| FILTER where process_name equals ""certutil.exe"" (case-insensitive) OR process_path ends with ""\certutil.exe"" (case-insensitive)
| FILTER where command_line contains the substring ""-exportPFX"" (case-insensitive)
| PARSE and retain the following fields for context: host/device, vendor_product, action, timestamp, user, user_id, process_name, process_path, command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_command_line
| GROUP records by: host/device, vendor_product, action, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_command_line, process_name, process_path, command_line, process_id, process_guid, process_hash, process_integrity_level, user, user_id
| COMPUTE event_count = number of records per group, first_seen_time = minimum timestamp per group, last_seen_time = maximum timestamp per group
| FORMAT first_seen_time and last_seen_time into human-readable timestamps
| APPLY optional environment-specific allowlists to remove known-benign hosts, users,"
Crowdstrike User with Duplicate Password,"SEARCH identity risk events from the CrowdStrike identities dataset containing user display names, risk factors, roles, accounts, risk scores, and event timestamps | FILTER out records where primaryDisplayName contains the substring ""admin"" | PARSE and FLATTEN nested arrays to extract fields: riskFactors[].severity -> severity, riskFactors[].type -> risk_type, roles[].type -> role_type, accounts[].domain -> domain, accounts[].dn -> dn, accounts[].samAccountName -> user; retain primaryDisplayName, riskScore, riskScoreSeverity, and event_time | GROUP records by domain, dn, primaryDisplayName, risk_type, severity, riskScore, riskScoreSeverity, user, role_type | COMPUTE for each group: total_events = count of records, firstTime = minimum(event_time), lastTime = maximum(event_time) | FILTER groups where risk_type equals ""DUPLICATE_PASSWORD"" | FORMAT firstTime and lastTime into human-readable timestamps | APPLY environment-specific suppression rules to exclude known benign users/domains if available | OUTPUT domain, dn, primaryDisplayName, user, role_type, risk_type, severity, riskScore, riskScoreSeverity, total_events, firstTime, lastTime"
Disabling Windows Local Security Authority Defences via Registry,"SEARCH Windows registry activity events from endpoint telemetry (e.g., events that record registry set/delete operations) |
FILTER events where registry_action IN [""deleted"", ""unknown""] |
FILTER events where registry_path matches any of:
  - ""*\SYSTEM\CurrentControlSet\Control\Lsa\LsaCfgFlags""
  - ""*\SYSTEM\CurrentControlSet\Control\Lsa\RunAsPPL""
  - ""*\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\*"" |
PARSE fields from each remaining event: event_time, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product |
GROUP events BY dest, process_guid, process_id, registry_action, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product |
COMPUTE earliest_event_time = MIN(event_time), latest_event_time = MAX(event_time), event_count = COUNT() for each group |
FORMAT earliest_event_time and latest_event_time into human-readable timestamps"
Windows User Disabled Via Net,
Windows Unusual Count Of Users Failed To Auth Using Kerberos,
Windows AD Abnormal Object Access Activity,
Allow Operation with Consent Admin,"SEARCH endpoint registry modification events (e.g., Windows registry value set/update) within the desired time range
| PARSE fields: timestamp, host, user, action, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status
| FILTER registry_path contains ""\Microsoft\Windows\CurrentVersion\Policies\System""
| FILTER registry_value_name equals ""ConsentPromptBehaviorAdmin""
| FILTER registry_value_data equals ""0x00000000""
| GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status, user
| COMPUTE count = number of events per group
| COMPUTE first_seen = earliest timestamp per group, last_seen = latest timestamp per group
| FORMAT first_seen and last_seen as human-readable timestamps
| APPLY optional environment-specific allowlist to exclude known administrative changes (by host, user, process, or key path)
| OUTPUT action, host, user, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status, count, first_seen, last_seen"
Suspicious WAV file in Appdata Folder,
Allow File And Printing Sharing In Firewall,
Windows SharePoint Spinstall0 Webshell File Creation,"SEARCH file system activity logs from Windows endpoints (e.g., file creation events) |
PARSE fields: timestamp, device, user, file_name, file_path, file_create_time, action, process_guid, process_id, product |
FILTER file_name == ""spinstall0.aspx"" |
FILTER file_path MATCHES ANY OF [""*\\microsoft shared\\Web Server Extensions\\16\\TEMPLATE\\LAYOUTS*"", ""*\\microsoft shared\\Web Server Extensions\\15\\TEMPLATE\\LAYOUTS*""] |
GROUP BY device, user, file_create_time, file_name, file_path, action, process_guid, process_id, product |
COMPUTE event_count = COUNT(), first_seen_time = MIN(timestamp), last_seen_time = MAX(timestamp) |
DERIVE first_seen_time_readable = CONVERT_TIME(first_seen_time), last_seen_time_readable = CONVERT_TIME(last_seen_time) |
OUTPUT device"
Windows Powershell Cryptography Namespace,"SEARCH Windows PowerShell Script Block Logging events from endpoints
| FILTER event_identifier == 4104
| FILTER ScriptBlockText contains ""System.Security.Cryptography""
| FILTER NOT (ScriptBlockText contains ""SHA"" OR ScriptBlockText contains ""MD5"" OR ScriptBlockText contains ""DeriveBytes"")
| FILL missing values in [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with ""unknown""
| GROUP BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE event_count = count(), firstTime = min(timestamp), lastTime = max(timestamp)
| DERIVE firstTime_readable and lastTime_readable from firstTime and lastTime
| APPLY environment-specific allowlist/suppression filters if available
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, event_count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Linux Auditd Unix Shell Configuration Modification,"SEARCH Linux Auditd events that record file path activity
| FILTER events where event_type equals ""PATH""
| FILTER events where file_path is any of:
  ""/etc/profile"", ""/etc/shells"", ""/etc/profile.d"", ""/etc/bash.bashrc"", ""/etc/bashrc"",
  ""/etc/zsh/zprofile"", ""/etc/zsh/zshrc"", ""/etc/zsh/zlogin"", ""/etc/zsh/zlogout"",
  ""/etc/csh.cshrc"", ""/etc/csh.login"",
  ""/root/.bashrc"", ""/root/.bash_profile"", ""root/.profile"", ""/root/.zshrc"", ""/root/.zprofile"",
  and any of the following patterns under user home directories:
    ""/home/*/.bashrc"", ""/home/*/.zshrc"", ""/home/*/.bash_profile"", ""/home/*/.zprofile"",
    ""/home/*/.profile"", ""/home/*/."
Curl Download and Bash Execution,
Windows Audit Policy Excluded Category via Auditpol,
Detect Exchange Web Shell,"SEARCH filesystem activity events from endpoint telemetry that include at least: event_time, action, host/device identifier, file_path, file_name, file_hash, file_size, file_acl, file_create_time, file_modify_time, file_access_time, process_id, process_guid, user, and vendor/product metadata | FILTER records where file_path matches any of the following path patterns (case-insensitive, directory separator aware): ""*\HttpProxy\owa\auth\*"", ""*\inetpub\wwwroot\aspnet_client\*"", ""*\HttpProxy\OAB\*"" | FILTER records where file_name ends with either "".aspx"" or "".ashx"" | GROUP records by action, host/device, file_access_time, file_create_time, file_hash, file_modify_time, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor/product | COMPUTE count = number of records per group; firstTime = minimum event_time within the group; lastTime = maximum event_time within the group | FORMAT firstTime and lastTime into human-readable timestamps |"
Linux Deletion Of Cron Jobs,"SEARCH filesystem event telemetry for file operation events from Linux hosts | PARSE fields: event_time, action, hostname, file_path, file_name, file_hash, file_size, file_acl, file_access_time, file_create_time, file_modify_time, process_guid, process_id, user, vendor_product | FILTER action equals ""deleted"" | FILTER file_path matches pattern ""^/etc/cron.*"" | GROUP BY action, hostname,"
Windows KrbRelayUp Service Creation,"SEARCH Windows System event logs for service installation events (Event ID 7045) within the desired time range, collecting fields: timestamp, Computer (host), EventCode, ServiceName, ImagePath, StartType, ServiceType
| FILTER records where ServiceName equals ""KrbSCM""
| GROUP records by Computer, EventCode, ImagePath, ServiceName, StartType, ServiceType
| DERIVE event_count as the number of records per group, first_seen_time as the earliest timestamp per group, last_seen_time as the latest timestamp per group
| FORMAT first_seen_time and last_seen_time as human-readable timestamps
| APPLY environment-specific exclusion rules (if any) to remove known benign entries based on fields such as Computer, ImagePath, or ServiceName
| OUTPUT Computer, EventCode, ImagePath, ServiceName, StartType, ServiceType, event_count, first_seen_time, last_seen_time"
Windows Powershell Logoff User via Quser,"SEARCH events from Windows PowerShell Script Block Logging where event_id equals 4104
| FILTER events where script_block_text contains the substring ""quser"" followed later by ""logoff"" within the same script block (case-insensitive)
| FILL missing values in grouping fields with a placeholder to ensure consistent aggregation across: dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| GROUP events by dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE total_events = count of events per group, firstTime = minimum event_time per group, lastTime = maximum event_time per group
| DERIVE firstTime_readable = human-readable timestamp from firstTime, lastTime_readable = human-readable timestamp from lastTime
| APPLY optional allowlist to exclude known-benign hosts, users, script paths, or signatures if defined
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, total_events, firstTime, lastTime, firstTime_readable, lastTime_readable"
GetDomainComputer with PowerShell Script Block,"SEARCH events from PowerShell Script Block Logging where EventID equals 4104
| FILTER events where ScriptBlockText contains the substring ""Get-DomainComputer""
| FILL missing values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with a placeholder value
| GROUP events BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE count = number of events per group, firstTime = minimum timestamp per group, lastTime = maximum timestamp per group
| FORMAT firstTime and lastTime as human-readable datetimes
| APPLY environment-specific filtering to remove known benign hosts, users, script paths, or script block text patterns if available
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime"
Disable Logs Using WevtUtil,"SEARCH process execution events from endpoint telemetry sources (e.g., Sysmon Process Creation,"
Esentutl SAM Copy,
ServicePrincipalNames Discovery with SetSPN,
Windows Remote Services Rdp Enable,"SEARCH registry modification events from endpoints (e.g., value set/create operations) |
FILTER records where registry_path contains ""Control\Terminal Server\fDenyTSConnections"" |
FILTER records where registry_value_data equals ""0x00000000"" |
GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type,"
Windows Event Logging Service Has Shutdown,"SEARCH Windows Security event logs
| FILTER event_id == 1100
| GROUP BY action, app, change_type, dest, dvc, name, object_attrs, object_category, service, service_name, signature, signature_id, status, subject, vendor_product CALCULATE total_events = COUNT(), first_time = MIN(timestamp), last_time = MAX(timestamp)
| DERIVE first_time_readable = convert_timestamp_to_readable(first_time), last_time_readable = convert_timestamp_to_readable(last_time)
| APPLY environment-specific allowlists or suppression rules (e.g., planned system shutdowns, maintenance windows)
| OUTPUT action, app, change_type, dest, dvc, name, object_attrs, object_category, service, service_name, signature, signature_id, status, subject, vendor_product, total_events, first_time, last_time, first_time_readable, last_time_readable"
Svchost LOLBAS Execution Process Spawn,"SEARCH process creation events from endpoint and EDR telemetry within the requested time range
| FILTER"
Detect Password Spray Attack Behavior From Source,
Create Remote Thread into LSASS,
